3023 獺ü -- 20170528-99999999																				
																				
るら	秨絃基(じ)	程蔼基(じ)	程基(じ)	Μ絃基(じ)	Θユ秖()	Θユ(じ)	厨筍瞯	秅锣瞯	瑈硄计()	カ(κ窾じ)	程处ボ禦基	程处ボ芥基	厨筍瞯-Ln	カゑ	Θユゑ	Θユ掸计(掸)	セ痲ゑ-TSE	セ痲ゑ-TEJ	基瞓ゑ-TSE	基瞓ゑ-TEJ
2017/12/15	83.9	84	83	83.2	1096 	"91,338"	-0.9524	0.4862	"225,416"	"18,754"	83.2	83.5	-0.9569	0.06	0.077	881	15.38	16.55	3.22	3.22
2017/12/14	87.6	88.1	84	84	3008 	"257,880"	-2.7778	1.3344	"225,416"	"18,934"	84	84.9	-2.8171	0.06	0.243	"2,391"	15.53	16.71	3.26	3.26
2017/12/13	86.3	87.1	85.8	86.4	716 	"61,770"	-0.1156	0.3176	"225,416"	"19,475"	86.2	86.4	-0.1157	0.062	0.064	567	15.97	17.18	3.35	3.35
2017/12/12	87.5	87.5	85.7	86.5	975 	"84,276"	-1.5927	0.4325	"225,416"	"19,498"	86.4	86.5	-1.6055	0.063	0.084	747	15.99	17.2	3.35	3.35
2017/12/11	85.6	88.2	85.2	87.9	1098 	"95,873"	2.807	0.4871	"225,416"	"19,814"	87.7	87.9	2.7683	0.063	0.087	823	16.25	17.48	3.41	3.41
2017/12/8	85.3	86	85	85.5	515 	"44,064"	0.2345	0.2285	"225,416"	"19,273"	85.5	85.7	0.2342	0.062	0.036	433	15.8	17	3.31	3.31
2017/12/7	84.4	85.9	84.1	85.3	775 	"65,723"	1.1862	0.3438	"225,416"	"19,227"	85.3	85.4	1.1793	0.062	0.052	572	15.77	16.96	3.31	3.31
2017/12/6	84.5	85	84.2	84.3	642 	"54,328"	-0.5896	0.2848	"225,416"	"19,002"	84.3	84.4	-0.5914	0.061	0.036	538	15.58	16.77	3.27	3.27
2017/12/5	84.6	85.5	84.1	84.8	698 	"59,445"	-0.1178	0.3096	"225,416"	"19,115"	84.8	85	-0.1179	0.061	0.043	574	15.67	16.86	3.29	3.29
2017/12/4	85.9	86.1	84.3	84.9	758 	"64,487"	-1.6222	0.3363	"225,416"	"19,137"	84.9	85	-1.6356	0.06	0.053	536	15.69	16.88	3.29	3.29
2017/12/1	86	86.9	83.5	86.3	1620 	"138,342"	0.5828	0.7187	"225,416"	"19,453"	86.3	86.5	0.5811	0.062	0.082	"1,150"	15.95	17.16	3.34	3.34
2017/11/30	87	87.7	85.8	85.8	1112 	"96,126"	-1.3793	0.4933	"225,416"	"19,340"	85.8	85.9	-1.3889	0.062	0.044	806	15.86	17.82	3.33	3.6
2017/11/29	88.1	88.9	86.4	87	1488 	"130,116"	-0.7982	0.6601	"225,416"	"19,611"	87	87.2	-0.8014	0.062	0.105	"1,119"	16.08	18.07	3.37	3.65
2017/11/28	89	91.5	87.6	87.7	1760 	"156,969"	-1.2387	0.7808	"225,416"	"19,768"	87.7	88.1	-1.2465	0.062	0.12	"1,353"	16.21	18.21	3.4	3.68
2017/11/27	89.9	89.9	87.8	88.8	1839 	"163,287"	-1.3333	0.8158	"225,416"	"20,016"	88.8	88.9	-1.3423	0.063	0.135	"1,363"	16.41	18.44	3.44	3.72
2017/11/24	91.9	91.9	89	90	3365 	"303,309"	-2.1739	1.4928	"225,416"	"20,287"	90	90.1	-2.1979	0.063	0.271	"2,473"	16.64	18.69	3.49	3.77
2017/11/23	85.5	92.2	85.3	92	11868 	"1,064,652"	8.4906	5.2649	"225,416"	"20,738"	92	92.1	8.1493	0.064	0.914	"7,147"	17.01	19.11	3.57	3.86
2017/11/22	84.5	84.9	84.2	84.8	1307 	"110,525"	0.9524	0.5798	"225,416"	"19,115"	84.8	84.9	0.9479	0.059	0.068	"1,020"	15.67	17.61	3.29	3.56
2017/11/21	84.5	84.5	83.4	84	1059 	"88,932"	-0.3559	0.4698	"225,416"	"18,934"	84	84.1	-0.3565	0.059	0.073	715	15.53	17.45	3.26	3.52
2017/11/20	84.2	84.7	83	84.3	996 	"83,532"	0.9581	0.4418	"225,416"	"19,002"	84.1	84.3	0.9535	0.06	0.086	707	15.58	17.51	3.27	3.53
2017/11/17	83.8	85.1	83	83.5	2227 	"187,853"	2.454	0.988	"225,416"	"18,822"	83.5	83.8	2.4244	0.059	0.162	"1,404"	15.43	17.34	3.24	3.5
2017/11/16	80.5	81.5	80.5	81.5	389 	"31,577"	1.2422	0.1726	"225,416"	"18,371"	81.3	81.5	1.2346	0.058	0.033	291	15.06	16.93	3.16	3.42
2017/11/15	81.2	81.4	80.4	80.5	559 	"45,191"	-1.348	0.248	"225,416"	"18,145"	80.5	80.6	-1.3572	0.057	0.038	444	14.88	16.72	3.12	3.38
2017/11/14	80.3	81.9	80	81.6	801 	"64,757"	1.3665	0.3553	"225,416"	"18,393"	81.3	81.6	1.3572	0.058	0.055	633	15.08	16.95	3.16	3.42
2017/11/13	83.2	83.2	80.4	80.5	1652 	"134,052"	-3.2452	0.7329	"225,416"	"18,145"	80.5	80.7	-3.299	0.057	0.111	"1,168"	14.88	16.72	3.12	3.38
2017/11/10	83	83.3	82.3	83.2	1263 	"104,662"	-0.12	0.5603	"225,416"	"18,754"	83.2	83.3	-0.1201	0.059	0.094	809	15.38	17.28	3.22	3.49
2017/11/9	83.6	84.3	83	83.3	940 	"78,625"	-0.1199	0.417	"225,416"	"18,777"	83.3	83.4	-0.12	0.059	0.057	723	15.4	17.3	3.23	3.49
2017/11/8	86	86.4	83.4	83.4	1051 	"89,386"	-1.7668	0.4662	"225,416"	"18,799"	83.4	83.9	-1.7826	0.058	0.08	831	15.42	17.32	3.23	3.5
2017/11/7	83.1	85	82.9	84.9	1063 	"89,343"	1.9208	0.4716	"225,416"	"19,137"	84.8	84.9	1.9026	0.059	0.077	840	16.45	17.63	3.56	3.56
2017/11/6	84	84	82.8	83.3	636 	"53,038"	-0.2395	0.2821	"225,416"	"18,777"	83.3	83.5	-0.2398	0.059	0.05	468	16.14	17.3	3.49	3.49
2017/11/3	84.8	84.9	83.4	83.5	1343 	"112,605"	-1.649	0.5958	"225,416"	"18,822"	83.5	83.6	-1.6627	0.059	0.104	990	16.18	17.34	3.5	3.5
2017/11/2	85.3	85.7	84.8	84.9	970 	"82,591"	-0.4689	0.4303	"225,416"	"19,137"	84.9	85	-0.47	0.06	0.074	678	16.45	17.63	3.56	3.56
2017/11/1	86.8	87	85.2	85.3	1557 	"133,690"	-1.1587	0.6907	"225,416"	"19,227"	85.3	85.4	-1.1655	0.06	0.112	"1,134"	16.53	17.72	3.58	3.58
2017/10/31	86.4	86.6	84.8	86.3	3172 	"272,390"	0.4657	1.4072	"225,416"	"19,453"	86.2	86.3	0.4646	0.061	0.246	"2,018"	16.72	17.92	3.62	3.62
2017/10/30	83.3	86.1	83.2	85.9	7039 	"599,349"	4.1212	3.1227	"225,416"	"19,363"	85.8	85.9	4.0386	0.061	0.532	"3,849"	16.65	17.84	3.6	3.6
2017/10/27	83.8	84.6	82.5	82.5	1437 	"119,953"	-1.1976	0.6375	"225,416"	"18,596"	82.5	82.6	-1.2048	0.059	0.087	"1,027"	15.99	17.13	3.46	3.46
2017/10/26	83	83.6	82.5	83.5	850 	"70,637"	0.6024	0.3771	"225,416"	"18,822"	83.4	83.5	0.6006	0.059	0.069	700	16.18	17.34	3.5	3.5
2017/10/25	83.9	85.5	83	83	2330 	"196,496"	-0.3601	1.0336	"225,416"	"18,709"	83	83.1	-0.3608	0.059	0.175	"1,420"	16.09	17.24	3.48	3.48
2017/10/24	84.5	84.5	83	83.3	852 	"71,161"	-0.7151	0.378	"225,416"	"18,777"	83.3	83.5	-0.7177	0.059	0.068	656	16.14	17.3	3.49	3.49
2017/10/23	84	84.8	83.9	83.9	681 	"57,360"	-0.119	0.3021	"225,416"	"18,912"	83.9	84	-0.1191	0.059	0.058	515	16.26	17.43	3.52	3.52
2017/10/20	83.9	85.8	82.3	84	2597 	"219,094"	0.4785	1.1521	"225,416"	"18,934"	84	84.3	0.4773	0.06	0.185	"1,644"	16.28	17.45	3.52	3.52
2017/10/19	82.7	84.4	82.7	83.6	1177 	"98,577"	1.0883	0.5221	"225,416"	"18,844"	83.6	83.7	1.0824	0.059	0.09	794	16.2	17.36	3.51	3.51
2017/10/18	84.5	84.6	82.5	82.7	1799 	"149,777"	-2.0142	0.7981	"225,416"	"18,641"	82.7	82.8	-2.0348	0.059	0.115	"1,258"	16.03	17.18	3.47	3.47
2017/10/17	84.8	84.8	83.7	84.4	1389 	"116,965"	-0.1183	0.6162	"225,416"	"19,025"	84.4	84.5	-0.1184	0.06	0.103	"1,069"	16.36	17.53	3.54	3.54
2017/10/16	84.5	85	84.1	84.5	1346 	"113,831"	-0.3538	0.5971	"225,416"	"19,047"	84.5	84.7	-0.3544	0.06	0.097	895	16.38	17.55	3.54	3.54
2017/10/13	86.6	86.6	84.2	84.8	2501 	"212,379"	-1.8519	1.1095	"225,416"	"19,115"	84.8	85	-1.8692	0.06	0.182	"1,895"	16.43	17.61	3.56	3.56
2017/10/12	87.2	87.8	85.8	86.4	2243 	"193,633"	-0.4608	0.995	"225,416"	"19,475"	86.3	86.4	-0.4619	0.061	0.164	"1,719"	16.74	17.94	3.62	3.62
2017/10/11	85.4	88.9	85.2	86.8	5522 	"480,033"	3.3333	2.4497	"225,416"	"19,566"	86.1	86.8	3.279	0.062	0.334	"4,076"	16.82	18.03	3.64	3.64
2017/10/6	84.8	84.8	83.1	84	2863 	"240,732"	-0.4739	1.2701	"225,416"	"18,934"	84	84.1	-0.4751	0.061	0.239	"2,139"	16.28	17.45	3.52	3.52
2017/10/5	81.7	85.9	81.7	84.4	7096 	"595,905"	5.2369	3.148	"225,416"	"19,025"	84.3	84.4	5.1044	0.061	0.61	"4,608"	16.36	17.53	3.54	3.54
2017/10/3	80.8	81.4	80	80.2	1801 	"145,669"	-0.3727	0.799	"225,416"	"18,078"	80.2	80.3	-0.3734	0.058	0.143	"1,201"	15.54	16.66	3.36	3.36
2017/10/2	81	81.1	79.9	80.5	932 	"74,879"	0.7509	0.4135	"225,416"	"18,145"	80.3	80.5	0.7481	0.059	0.079	624	15.6	16.72	3.38	3.38
2017/9/30	80.3	81	79.6	79.9	849 	"68,175"	-0.3741	0.3766	"225,416"	"18,010"	79.9	80	-0.3748	0.059	0.141	521	15.48	15.77	3.35	3.11
2017/9/29	81.5	82.6	79	80.2	5738 	"463,060"	-0.6196	2.5455	"225,416"	"18,078"	80	80.2	-0.6215	0.059	0.503	"3,335"	15.54	15.83	3.36	3.12
2017/9/28	77.4	80.9	77.4	80.7	2188 	"173,920"	4.3984	0.9706	"225,416"	"18,191"	80.7	80.8	4.3045	0.06	0.179	"1,619"	15.64	15.93	3.38	3.14
2017/9/27	77.6	77.9	76.9	77.3	520 	"40,328"	0.651	0.2307	"225,416"	"17,424"	77.3	77.5	0.6489	0.057	0.04	438	14.98	15.26	3.24	3.01
2017/9/26	77.5	78.1	76.7	76.8	876 	"68,001"	-0.7752	0.3886	"225,416"	"17,311"	76.8	77	-0.7782	0.057	0.061	805	14.88	15.16	3.22	2.99
2017/9/25	78.5	78.5	76.3	77.4	1282 	"98,878"	-1.023	0.5687	"225,416"	"17,447"	77.1	77.4	-1.0283	0.057	0.082	997	15	15.28	3.25	3.01
2017/9/22	79.7	80.2	77.7	78.2	1169 	"92,051"	-1.8821	0.5186	"225,416"	"17,627"	78.2	78.3	-1.9	0.057	0.083	881	15.16	15.43	3.28	3.04
2017/9/21	80.1	80.7	79.3	79.7	1145 	"91,661"	-0.1253	0.5079	"225,416"	"17,965"	79.7	79.8	-0.1254	0.058	0.082	875	15.45	15.73	3.34	3.1
2017/9/20	79	79.8	78.2	79.8	1500 	"118,561"	2.1767	0.6654	"225,416"	"17,988"	79.7	79.8	2.1533	0.058	0.097	"1,069"	15.47	15.75	3.35	3.11
2017/9/19	80.7	81.4	78	78.1	2208 	"175,309"	-2.9814	0.9795	"225,416"	"17,604"	78.1	78.4	-3.0267	0.056	0.137	"1,436"	15.14	15.41	3.27	3.04
2017/9/18	80	82.2	79	80.5	4235 	"341,993"	1.8987	1.8787	"225,416"	"18,145"	80.5	80.6	1.8809	0.058	0.277	"2,851"	15.6	15.89	3.38	3.13
2017/9/15	76.5	80.6	76.2	79	6659 	"526,911"	4.2216	2.9541	"225,416"	"17,807"	79	79.1	4.135	0.057	0.36	"4,461"	15.31	15.59	3.31	3.08
2017/9/14	74.4	75.8	74.1	75.8	1009 	"76,052"	1.6086	0.4476	"225,416"	"17,086"	75.6	75.8	1.5958	0.055	0.067	784	14.69	14.96	3.18	2.95
2017/9/13	74.1	74.7	74.1	74.6	271 	"20,204"	0.8108	0.1202	"225,416"	"16,816"	74.5	74.6	0.8075	0.054	0.017	219	14.46	14.72	3.13	2.9
2017/9/12	74.5	74.7	73.8	74	615 	"45,684"	-0.4038	0.2728	"225,416"	"16,680"	74	74.1	-0.4046	0.053	0.04	430	14.34	14.6	3.1	2.88
2017/9/11	75	75	74.1	74.3	366 	"27,259"	-0.5355	0.1624	"225,416"	"16,748"	74.3	74.4	-0.5369	0.054	0.023	317	14.4	14.66	3.12	2.89
2017/9/8	75.2	75.3	74.4	74.7	469 	"35,096"	-0.1337	0.2081	"225,416"	"16,838"	74.7	74.8	-0.1338	0.054	0.032	414	14.48	14.74	3.13	2.91
2017/9/7	76.7	77	74.8	74.8	1378 	"104,723"	-1.5789	0.6113	"225,416"	"16,861"	74.8	75.2	-1.5915	0.054	0.087	996	14.5	14.76	3.14	2.91
2017/9/6	75	76	74.2	76	2415 	"182,005"	1.4686	1.0714	"225,416"	"17,131"	75.8	76	1.4579	0.055	0.156	"1,702"	14.73	15	3.19	2.96
2017/9/5	74.5	75.3	74.3	74.9	837 	"62,664"	0.5369	0.3713	"225,416"	"16,883"	74.8	74.9	0.5355	0.054	0.058	668	14.52	14.78	3.14	2.92
2017/9/4	73.9	74.9	73.6	74.5	518 	"38,516"	0.8119	0.2298	"225,416"	"16,793"	74.5	74.6	0.8086	0.054	0.04	440	14.44	14.7	3.12	2.9
2017/9/1	74.5	74.5	73.8	73.9	351 	"25,990"	-0.8054	0.1557	"225,416"	"16,658"	73.8	73.9	-0.8086	0.053	0.025	312	14.32	14.58	3.1	2.88
2017/8/31	75	75	73.4	74.5	952 	"70,532"	-0.2677	0.4223	"225,416"	"16,793"	74.4	74.5	-0.2681	0.054	0.061	790	14.44	14.7	3.12	2.9
2017/8/30	72.4	75	72.4	74.7	1609 	"119,406"	3.1768	0.7138	"225,416"	"16,838"	74.6	74.7	3.1274	0.054	0.115	"1,243"	14.48	14.74	3.13	2.91
2017/8/29	72.6	72.8	72.2	72.4	492 	"35,675"	-0.1379	0.2183	"225,416"	"16,320"	72.4	72.5	-0.138	0.053	0.037	414	14.03	14.29	3.04	2.82
2017/8/28	72	72.8	72	72.5	561 	"40,617"	0.4155	0.2489	"225,416"	"16,342"	72.5	72.7	0.4147	0.053	0.04	407	14.05	14.31	3.04	2.82
2017/8/25	72.3	72.7	72	72.2	585 	"42,307"	-0.4138	0.2595	"225,416"	"16,275"	72.1	72.5	-0.4147	0.052	0.038	489	13.99	14.25	3.03	2.81
2017/8/24	72.9	72.9	71.9	72.5	398 	"28,897"	-0.5487	0.1766	"225,416"	"16,342"	72.4	72.6	-0.5502	0.053	0.027	317	14.05	14.31	3.04	2.82
2017/8/23	72.2	72.9	72.2	72.9	516 	"37,483"	0.6906	0.2289	"225,416"	"16,432"	72.8	72.9	0.6882	0.053	0.035	380	14.13	14.39	3.06	2.84
2017/8/22	72.5	72.9	72.1	72.4	419 	"30,410"	0.1383	0.1859	"225,416"	"16,320"	72.3	72.4	0.1382	0.053	0.03	303	14.03	14.29	3.04	2.82
2017/8/21	72.8	72.9	72.3	72.3	416 	"30,183"	-0.6868	0.1845	"225,416"	"16,297"	72.3	72.4	-0.6892	0.053	0.038	351	14.01	14.27	3.03	2.81
2017/8/18	73.1	73.3	72.7	72.8	290 	"21,195"	-1.355	0.1287	"225,416"	"16,410"	72.8	72.9	-1.3643	0.054	0.026	249	14.11	14.37	3.05	2.83
2017/8/17	73.7	74	73.4	73.8	375 	"27,702"	0.4082	0.1664	"225,416"	"16,635"	73.8	73.9	0.4073	0.054	0.03	256	14.3	14.56	3.09	2.87
2017/8/16	73	73.5	72.7	73.5	331 	"24,269"	0.5472	0.1468	"225,416"	"16,568"	73.4	73.5	0.5457	0.054	0.026	292	14.24	14.51	3.08	2.86
2017/8/15	73	73.5	72.6	73.1	556 	"40,599"	0.8276	0.2467	"225,416"	"16,477"	73	73.1	0.8242	0.054	0.047	424	14.17	14.43	3.06	2.85
2017/8/14	74.1	74.1	72.5	72.5	624 	"45,642"	-1.8945	0.2768	"225,416"	"16,342"	72.5	72.6	-1.9126	0.054	0.045	458	14.05	14.31	3.04	2.82
2017/8/11	73	73.9	72.8	73.9	405 	"29,767"	0.9563	0.1797	"225,416"	"16,658"	73.7	73.9	0.9517	0.054	0.027	271	14.32	14.58	3.1	2.88
2017/8/10	74.5	74.5	73.1	73.2	790 	"58,235"	-2.008	0.3505	"225,416"	"16,500"	73.2	73.4	-2.0285	0.054	0.047	555	14.19	14.45	3.07	2.85
2017/8/9	74.4	75.1	74	74.7	887 	"66,052"	0.2685	0.3935	"225,416"	"16,838"	74.6	74.7	0.2681	0.054	0.062	650	14.48	14.74	3.13	2.91
2017/8/8	75.7	75.8	73.8	74.5	899 	"67,023"	-1.3245	0.3988	"225,416"	"16,793"	74.4	74.5	-1.3334	0.054	0.053	758	14.44	14.7	3.12	2.9
2017/8/7	76	76.3	75.4	75.5	983 	"74,540"	0.2656	0.4361	"225,416"	"17,018"	75.4	75.5	0.2653	0.054	0.063	750	15.04	14.9	2.94	2.94
2017/8/4	75.8	75.9	74.9	75.3	687 	"51,743"	-0.1326	0.3048	"225,416"	"16,973"	75.3	75.4	-0.1327	0.054	0.049	511	15	14.86	2.93	2.93
2017/8/3	76.1	76.3	75.4	75.4	1011 	"76,702"	-0.3963	0.4485	"225,416"	"16,996"	75.4	75.5	-0.3971	0.055	0.076	750	15.02	14.88	2.94	2.94
2017/8/2	75	76	74.6	75.7	1763 	"132,867"	0.9333	0.7821	"225,416"	"17,063"	75.6	75.7	0.929	0.055	0.116	"1,240"	15.08	14.94	2.95	2.95
2017/8/1	74.5	75.5	74.3	75	1492 	"111,831"	1.3514	0.6619	"225,416"	"16,906"	75	75.2	1.3423	0.055	0.107	987	14.94	14.8	2.92	2.92
2017/7/31	74.5	76	73.6	74	3120 	"233,095"	0.1353	1.3841	"225,416"	"16,680"	74	74.1	0.1352	0.054	0.259	"2,242"	14.74	14.6	2.88	2.88
2017/7/28	73.5	73.9	72.9	73.9	1573 	"115,421"	0.5442	0.6978	"225,416"	"16,658"	73.6	73.9	0.5427	0.054	0.126	"1,220"	14.72	14.58	2.88	2.88
2017/7/27	73.3	73.9	72.9	73.5	1330 	"97,820"	0.823	0.59	"225,416"	"16,568"	73.5	73.6	0.8197	0.053	0.097	934	14.64	14.51	2.86	2.86
2017/7/26	71.9	73	71.9	72.9	2078 	"150,978"	1.958	0.9219	"225,416"	"16,432"	72.8	72.9	1.9391	0.053	0.154	"1,445"	14.52	14.39	2.84	2.84
2017/7/25	71.7	71.7	71	71.5	822 	"58,556"	0.2805	0.3647	"225,416"	"16,117"	71.4	71.5	0.2801	0.052	0.068	606	14.24	14.11	2.78	2.78
2017/7/24	71.5	72.2	71.1	71.3	995 	"71,388"	-0.5579	0.4414	"225,416"	"16,072"	71.2	71.4	-0.5594	0.052	0.094	730	14.2	14.07	2.78	2.78
2017/7/21	70.3	71.7	70.1	71.7	765 	"54,343"	2.1368	0.3394	"225,416"	"16,162"	71.5	71.7	2.1142	0.052	0.069	573	14.28	14.15	2.79	2.79
2017/7/20	71.1	71.4	70	70.2	1004 	"70,822"	-1.1268	0.4454	"225,416"	"15,824"	70.2	70.3	-1.1332	0.051	0.074	753	13.98	13.85	2.73	2.73
2017/7/19	71.9	72	71	71	1169 	"83,536"	-0.2809	0.5186	"225,416"	"16,004"	71	71.1	-0.2813	0.051	0.076	779	14.14	14.01	2.76	2.76
2017/7/18	69.4	71.2	68.9	71.2	1641 	"115,607"	2.5937	0.728	"225,416"	"16,049"	71.2	71.3	2.5606	0.052	0.133	"1,134"	14.18	14.05	2.77	2.77
2017/7/17	68.2	69.5	67.8	69.4	1117 	"76,391"	2.3599	0.4955	"225,416"	"15,643"	69.2	69.4	2.3325	0.05	0.087	805	13.82	13.7	2.7	2.7
2017/7/14	68.1	68.3	67.2	67.8	2055 	"139,256"	0	0.9116	"225,416"	"15,283"	67.7	67.8	0	0.049	0.148	"1,421"	13.51	13.38	2.64	2.64
2017/7/13	70.9	71.5	70.5	71.5	2297 	"163,275"	1.2748	1.019	"225,416"	"16,117"	71.4	71.5	1.2667	0.052	0.151	"1,304"	14.24	14.11	2.78	2.78
2017/7/12	70.7	71.1	70.4	70.6	706 	"49,986"	-0.1414	0.3132	"225,416"	"15,914"	70.5	70.6	-0.1415	0.052	0.049	545	14.06	13.93	2.75	2.75
2017/7/11	71	71.1	70.6	70.7	764 	"54,159"	-0.2821	0.3389	"225,416"	"15,936"	70.6	70.7	-0.2825	0.052	0.054	542	14.08	13.95	2.75	2.75
2017/7/10	70.9	71.3	70.7	70.9	441 	"31,369"	-0.2813	0.1956	"225,416"	"15,981"	70.9	71	-0.2817	0.052	0.041	345	14.12	13.99	2.76	2.76
2017/7/7	72	72	70.8	71.1	532 	"38,077"	-1.387	0.236	"225,416"	"16,027"	71.1	71.2	-1.3967	0.053	0.049	349	14.16	14.03	2.77	2.77
2017/7/6	71.9	72.1	71.6	72.1	530 	"38,147"	0.9804	0.2351	"225,416"	"16,252"	72	72.1	0.9756	0.053	0.048	402	14.36	14.23	2.81	2.81
2017/7/5	71.2	71.4	71	71.4	398 	"28,340"	0.2809	0.1766	"225,416"	"16,094"	71.3	71.4	0.2805	0.052	0.036	282	14.22	14.09	2.78	2.78
2017/7/4	71.9	72.2	71.2	71.2	598 	"42,859"	-0.5587	0.2653	"225,416"	"16,049"	71.2	71.3	-0.5602	0.052	0.051	419	14.18	14.05	2.77	2.77
2017/7/3	71.8	71.9	71.6	71.6	322 	"23,168"	-0.2786	0.1428	"225,416"	"16,139"	71.6	71.7	-0.2789	0.052	0.03	272	14.26	14.13	2.79	2.79
2017/6/30	71	71.8	70.9	71.8	564 	"40,394"	0.8427	0.2502	"225,416"	"16,184"	71.5	71.8	0.8392	0.053	0.045	345	14.3	14.17	2.8	2.8
2017/6/29	71.3	71.8	71.2	71.2	424 	"30,311"	0	0.1881	"225,416"	"16,049"	71.2	71.3	0	0.052	0.033	304	14.18	14.05	2.77	2.77
2017/6/28	71	71.5	71	71.2	476 	"33,959"	0.2817	0.2112	"225,416"	"16,049"	71.2	71.3	0.2813	0.052	0.03	317	14.18	14.05	2.77	2.77
2017/6/27	70.4	71.6	70	71	552 	"39,006"	0.9957	0.2449	"225,416"	"16,004"	71	71.2	0.9908	0.051	0.037	367	14.14	14.01	2.76	2.76
2017/6/26	70.5	70.7	70.1	70.3	455 	"32,046"	-0.4249	0.2018	"225,416"	"15,846"	70.3	70.5	-0.4258	0.051	0.026	345	14	13.87	2.74	2.74
2017/6/23	70.3	70.6	70.3	70.6	412 	"29,036"	0.7133	0.1828	"225,416"	"15,914"	70.6	70.7	0.7107	0.052	0.036	286	14.06	13.93	2.75	2.75
2017/6/22	70.1	70.1	69.7	70.1	306 	"21,470"	0.1429	0.1357	"225,416"	"15,801"	70	70.1	0.1428	0.051	0.025	265	13.96	13.83	2.73	2.73
2017/6/21	70	70.3	69.6	70	560 	"39,109"	-0.2849	0.2484	"225,416"	"15,779"	70	70.1	-0.2853	0.052	0.039	495	13.94	13.81	2.73	2.73
2017/6/20	70.2	70.9	70.1	70.2	341 	"24,045"	0.2857	0.1513	"225,416"	"15,824"	70.2	70.4	0.2853	0.052	0.028	258	13.98	13.85	2.73	2.73
2017/6/19	70	70.3	69.8	70	291 	"20,424"	0	0.1291	"225,416"	"15,779"	69.9	70	0	0.052	0.024	268	13.94	13.81	2.73	2.73
2017/6/16	69.7	70.2	69.7	70	252 	"17,700"	0.4304	0.1118	"225,416"	"15,779"	70	70.1	0.4295	0.053	0.019	203	13.94	13.81	2.73	2.73
2017/6/15	69.4	69.7	68.7	69.7	356 	"24,667"	0.5772	0.1579	"225,416"	"15,711"	69.6	69.7	0.5755	0.053	0.036	313	13.88	13.76	2.71	2.71
2017/6/14	70.9	71	69.2	69.3	940 	"65,673"	-2.1186	0.417	"225,416"	"15,621"	69.3	69.6	-2.1414	0.052	0.07	665	13.8	13.68	2.7	2.7
2017/6/13	71.2	71.3	70.6	70.8	598 	"42,383"	-0.5618	0.2653	"225,416"	"15,959"	70.8	71	-0.5634	0.053	0.056	521	14.1	13.97	2.76	2.76
2017/6/12	71	71.5	70.9	71.2	248 	"17,652"	-0.1403	0.11	"225,416"	"16,049"	71.2	71.4	-0.1404	0.054	0.021	235	14.18	14.05	2.77	2.77
2017/6/9	71.6	71.7	71.2	71.3	545 	"38,900"	0.1404	0.2418	"225,416"	"16,072"	71.3	71.4	0.1404	0.053	0.042	393	14.2	14.07	2.78	2.78
2017/6/8	71.5	71.5	71	71.2	470 	"33,558"	-0.1403	0.2085	"225,416"	"16,049"	71.2	71.3	-0.1404	0.053	0.043	315	14.18	14.05	2.77	2.77
2017/6/7	71.5	72.2	71	71.3	898 	"64,251"	0.5642	0.3984	"225,416"	"16,072"	71.2	71.3	0.5626	0.053	0.067	616	14.2	14.07	2.78	2.78
2017/6/6	71.5	71.6	70.7	70.9	474 	"33,620"	-0.4213	0.2103	"225,416"	"15,981"	70.8	70.9	-0.4222	0.053	0.042	384	14.12	13.99	2.76	2.76
2017/6/5	72	72	71.1	71.2	612 	"43,694"	-1.2483	0.2715	"225,416"	"16,049"	71.2	71.5	-1.2561	0.053	0.051	481	14.18	14.05	2.77	2.77
2017/6/3	72.2	72.6	71.7	72.1	267 	"19,257"	-0.1385	0.1184	"225,416"	"16,252"	72	72.2	-0.1386	0.054	0.045	219	14.36	14.23	2.81	2.81
2017/6/2	71.3	72.4	71.3	72.2	886 	"63,611"	1.9774	0.3931	"225,416"	"16,275"	72.1	72.2	1.9581	0.054	0.079	628	14.38	14.25	2.81	2.81
2017/6/1	71.7	71.8	70.8	70.8	501 	"35,530"	-0.2817	0.2223	"225,416"	"15,959"	70.8	70.9	-0.2821	0.053	0.047	416	14.1	13.97	2.76	2.76
2017/5/31	70.9	71.5	70.7	71	692 	"49,149"	-0.6993	0.307	"225,416"	"16,004"	70.9	71	-0.7018	0.054	0.042	419	14.14	12.9	2.76	2.91
