年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2007/07/02,    99.3300,99.72,98.58,99.31,14791
2007/07/03,   100.0700,100.27,99.27,99.54,15850
2007/07/04,   100.3200,100.35,98.91,99.46,14815
2007/07/05,   100.3100,101.83,99.88,101.77,17532
2007/07/06,   102.3400,102.93,101.44,101.74,23781
2007/07/09,   103.2800,104.47,103.28,103.37,22372
2007/07/10,   104.1000,104.95,102.67,103.55,20012
2007/07/11,   103.6500,105.25,103.22,103.83,17219
2007/07/12,   105.1600,108.04,105.16,107.13,19676
2007/07/13,   108.6500,108.92,106.09,106.09,22692
2007/07/16,   107.6600,107.66,104.04,104.28,29026
2007/07/17,   105.1300,106.3,103.48,105.9,15007
2007/07/18,   105.8600,106.85,105.04,105.43,23069
2007/07/19,   105.8800,107.3,105.29,106.07,26828
2007/07/20,   107.9100,108.6,107.41,107.83,16166
2007/07/23,   108.9500,110.56,108.69,109.42,21169
2007/07/24,   110.9900,112.41,110.18,111.57,29231
2007/07/25,   111.6400,112.82,111.48,112.78,22985
2007/07/26,   114.0900,116.36,111.34,111.44,26921
2007/07/27,   108.8100,112.41,108.33,109.66,16760
2007/07/30,   110.6300,111.16,108.15,109.32,10789
2007/07/31,   110.0900,111.75,109.83,111.63,15328
2007/08/01,   111.7000,112.31,107.7,107.7,15003
2007/08/02,   109.4300,109.6,102.83,104.71,17080
2007/08/03,   106.2000,106.9,104.62,104.76,7830
2007/08/06,   102.9600,103.68,101.17,102.9,7540
2007/08/07,   104.6200,104.79,101.24,101.24,9674
2007/08/08,   102.8600,105.09,102.09,105.09,6808
2007/08/09,   107.1100,108.98,107.11,108.2,11135
2007/08/10,   105.7600,109.08,105.76,108.47,11077
2007/08/13,   109.7000,110.17,106.94,106.94,13231
2007/08/14,   107.8500,108.26,106.48,106.81,8187
2007/08/15,   105.7300,107.54,103.29,104.37,10271
2007/08/16,   103.1500,103.15,98.54,99.68,9739
2007/08/17,    99.5600,100.97,96.75,99.14,11010
2007/08/20,   103.3500,104.15,101.88,103.96,15149
2007/08/21,   104.1100,104.52,101.83,102.15,7826
2007/08/22,   102.9300,102.96,100.83,102.5,4451
2007/08/23,   104.7000,105.49,104.49,105.36,7458
2007/08/24,   105.5100,108.39,104.95,106.38,7025
2007/08/27,   108.0600,108.18,105.98,106.24,4273
2007/08/28,   106.9000,110.59,106.44,110.24,6119
2007/08/29,   108.9600,111.8,108.76,110.33,11135
2007/08/30,   112.1700,112.17,108.01,108.01,9871
2007/08/31,   108.0000,109.59,107.37,109.59,5091
2007/09/03,   110.7200,111.22,108.78,109.1,6319
2007/09/04,   110.0700,110.07,106.64,107.56,4724
2007/09/05,   108.3400,110.38,108.34,109.03,6391
2007/09/06,   108.6200,109.54,108.29,108.59,4797
2007/09/07,   108.4200,110.1,108.42,109.38,5518
2007/09/10,   106.9400,108.87,106.47,108.31,5804
2007/09/11,   108.5500,110.33,108.45,110.15,5931
2007/09/12,   111.3700,112.77,110.99,111.56,6691
2007/09/13,   112.8300,112.99,111.48,111.65,6901
2007/09/14,   113.2800,115.06,112.97,114.11,8864
2007/09/17,   115.4400,115.79,113.67,114.4,5587
2007/09/19,   116.5700,116.57,111.06,111.06,6456
2007/09/20,   112.0000,113.42,109.19,109.59,4806
2007/09/21,   110.2700,111.12,109.28,111.12,4802
2007/09/26,   111.6900,112.75,110.19,112.61,5232
2007/09/27,   113.4400,115.7,112.97,114.13,9482
2007/09/28,   115.0800,116.01,114.11,114.14,7110
2007/09/29,   114.7100,114.75,113.37,114.0,7365
2007/10/01,   114.4800,114.8,111.99,112.27,8040
2007/10/02,   113.0300,114.17,112.64,112.8,5913
2007/10/03,   113.5300,113.84,111.98,112.24,6965
2007/10/04,   111.0500,113.88,111.05,113.44,4193
2007/10/05,   114.0800,114.81,112.27,112.31,4243
2007/10/08,   113.1800,113.65,111.79,111.79,4288
2007/10/09,   112.2200,112.36,108.33,109.75,4262
2007/10/11,   110.3100,110.98,109.42,110.5,4554
2007/10/12,   110.3200,110.32,108.15,108.29,3044
2007/10/15,   108.5000,108.61,106.55,107.9,2584
2007/10/16,   107.4900,107.68,106.66,106.9,3361
2007/10/17,   106.7400,107.46,105.91,106.74,3193
2007/10/18,   107.6500,108.95,107.26,108.21,8065
2007/10/19,   108.2100,108.32,107.26,107.83,3800
2007/10/22,   105.6800,106.44,105.15,106.44,9813
2007/10/23,   107.3800,108.97,107.09,108.73,10869
2007/10/24,   109.6200,109.76,107.48,107.53,5489
2007/10/25,   107.6100,108.74,107.59,107.63,3149
2007/10/26,   108.1800,108.4,107.31,107.37,3296
2007/10/29,   108.2200,109.79,108.22,109.79,4530
2007/10/30,   109.8100,110.33,107.84,108.37,4533
2007/10/31,   108.0400,108.72,107.65,107.98,5921
2007/11/01,   108.9300,109.79,107.98,108.55,7863
2007/11/02,   107.0900,107.34,103.73,105.23,8908
2007/11/05,   105.2200,105.32,102.81,103.52,8648
2007/11/06,   104.1800,104.42,102.97,103.0,5304
2007/11/07,   104.6200,105.81,104.01,105.71,4473
2007/11/08,   104.4400,104.44,100.81,100.94,6686
2007/11/09,   101.1900,101.74,98.71,100.76,6924
2007/11/12,    97.6100,98.53,96.71,96.82,5342
2007/11/13,    98.3700,98.55,96.73,98.22,5204
2007/11/14,   100.4400,102.22,99.96,101.83,4694
2007/11/15,   101.1900,101.66,100.48,100.54,3268
2007/11/16,    99.3100,99.43,97.52,98.83,5556
