年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2005/06/29,   103.0000,103.0,101.0,101.5,103
2005/06/30,   101.5000,102.0,101.5,102.0,65
2005/07/01,   102.5000,106.0,102.5,106.0,105
2005/07/04,   109.0000,109.0,107.0,107.15,33
2005/07/05,   108.0000,108.1,107.9,108.1,43
2005/07/06,   109.0000,109.0,108.3,108.3,22
2005/07/07,   108.3000,109.0,108.3,108.8,59
2005/07/08,   109.0000,111.55,108.5,111.0,119
2005/07/11,   113.8000,117.5,113.8,116.5,112
2005/07/12,   116.0000,116.0,113.15,114.3,45
2005/07/13,   116.8000,117.9,115.0,117.9,108
2005/07/14,   117.9000,122.8,117.9,120.0,152
2005/07/15,   120.0000,121.0,117.3,120.0,33
2005/07/19,   121.0000,121.4,120.0,120.2,41
2005/07/20,   122.0000,126.5,122.0,125.0,167
2005/07/21,   125.0000,125.0,125.0,125.0,4
2005/07/22,   123.0000,125.0,120.0,120.0,19
2005/07/25,   113.7000,115.0,113.7,115.0,18
2005/07/26,   115.0000,115.0,115.0,115.0,6
2005/07/27,   115.0000,117.5,115.0,116.5,64
2005/07/28,   117.0000,117.0,113.0,113.0,6
2005/07/29,   114.0500,115.0,111.1,113.0,53
2005/08/01,   110.3000,114.8,107.7,108.9,25
2005/08/02,   112.8000,112.8,106.3,109.0,13
2005/08/03,   110.8000,111.9,109.55,110.9,38
2005/08/04,   112.8000,112.8,110.15,112.3,13
2005/08/08,   111.0000,116.3,111.0,116.3,13
2005/08/09,   117.5000,117.5,110.05,113.9,27
2005/08/10,   115.5000,118.85,115.5,118.85,37
2005/08/11,   123.0000,123.0,113.2,121.8,83
2005/08/12,   122.8000,122.8,116.6,119.5,17
2005/08/15,   113.5000,121.3,113.5,116.5,13
2005/08/16,   121.0000,121.0,121.0,121.0,1
2005/08/17,   114.0000,119.0,114.0,117.8,5
2005/08/18,   118.9000,119.5,118.9,119.5,3
2005/08/19,   119.2000,119.2,119.2,119.2,1
2005/08/22,   118.2000,118.2,118.2,118.2,1
2005/08/23,   109.9500,114.2,109.95,114.2,2
2005/08/24,   105.5500,109.5,104.45,106.8,29
2005/08/25,   106.0000,106.7,106.0,106.7,11
2005/08/26,   106.5000,106.5,106.5,106.5,1
2005/08/29,   102.6000,103.5,101.0,102.9,5
2005/08/30,   104.9000,104.9,104.9,104.9,1
2005/08/31,   105.3000,105.3,105.3,105.3,1
2005/09/02,   105.3000,105.3,105.3,105.3,0
2005/09/05,   105.3000,105.3,105.3,105.3,0
2005/09/06,   105.3000,105.3,105.3,105.3,0
2005/09/07,   105.0000,105.0,105.0,105.0,0
2005/09/08,   105.0000,105.0,105.0,105.0,0
2005/09/09,   105.0000,105.0,105.0,105.0,0
2005/09/12,   105.0000,105.0,105.0,105.0,0
2005/09/13,   105.0000,105.0,105.0,105.0,0
2005/09/14,   105.0000,105.0,105.0,105.0,0
2005/09/15,   100.0000,104.6,100.0,104.6,3
2005/09/16,   102.0000,104.7,102.0,104.7,2
2005/09/19,   103.3500,103.35,103.35,103.35,0
2005/09/20,   104.5000,104.75,103.5,104.0,41
2005/09/21,   103.5000,104.5,103.5,104.05,29
2005/09/22,   105.5000,108.2,105.5,107.3,17
2005/09/23,   107.5000,113.0,107.5,109.0,18
2005/09/26,   115.0000,115.0,110.0,110.55,13
2005/09/27,   112.0000,112.05,111.7,112.05,15
2005/09/28,   115.0000,115.7,115.0,115.7,14
2005/09/29,   116.5500,117.5,116.05,116.05,10
2005/09/30,   113.0000,114.0,112.0,114.0,4
2005/10/03,   114.0000,116.75,114.0,115.75,32
