年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2007/05/04,   107.0000,107.0,107.0,107.0,1
2007/05/07,   114.4500,114.45,112.0,112.0,53
2007/05/08,   113.0000,113.0,113.0,113.0,55
2007/05/09,   114.0000,116.0,114.0,116.0,165
2007/05/10,   116.0000,121.0,116.0,117.0,92
2007/05/11,   117.0000,119.0,116.05,116.05,206
2007/05/14,   117.5000,120.0,117.5,120.0,72
2007/05/15,   119.0000,119.0,119.0,119.0,10
2007/05/16,   117.1000,117.5,117.1,117.5,10
2007/05/17,   117.5000,117.5,117.5,117.5,6
2007/05/18,   117.5000,117.5,117.1,117.1,4
2007/05/21,   117.1000,120.0,117.1,119.0,67
2007/05/22,   119.0000,119.0,119.0,119.0,10
2007/05/23,   118.0000,119.2,118.0,119.2,27
2007/05/24,   118.0000,118.0,118.0,118.0,7
2007/05/25,   118.1000,118.1,118.1,118.1,2
2007/05/28,   118.1000,118.1,118.1,118.1,0
2007/05/29,   119.5000,119.5,119.5,119.5,19
2007/05/30,   119.0000,119.0,117.5,117.5,40
2007/05/31,   117.5000,117.5,117.5,117.5,0
2007/06/01,   118.0000,119.0,118.0,118.5,30
2007/06/04,   118.0000,118.0,118.0,118.0,10
2007/06/05,   118.0000,118.0,118.0,118.0,10
2007/06/06,   118.0000,118.0,118.0,118.0,0
2007/06/07,   118.0000,118.0,118.0,118.0,0
2007/06/08,   118.0000,118.0,118.0,118.0,1
2007/06/11,   118.9500,118.95,118.95,118.95,10
2007/06/12,   118.9500,118.95,118.95,118.95,0
2007/06/13,   118.9500,118.95,118.95,118.95,0
2007/06/14,   118.9500,118.95,118.95,118.95,0
2007/06/15,   120.1000,126.0,120.1,125.2,47
2007/06/20,   125.2000,125.2,125.2,125.2,0
2007/06/21,   125.1000,126.2,125.1,126.1,27
2007/06/22,   126.1000,126.1,126.1,126.1,0
2007/06/23,   126.0000,126.0,126.0,126.0,12
2007/06/25,   126.0000,126.0,126.0,126.0,0
2007/06/26,   126.0000,126.0,126.0,126.0,0
2007/06/27,   122.9000,123.0,122.9,123.0,44
2007/06/28,   120.0000,123.5,120.0,123.5,31
2007/06/29,   132.0000,132.0,122.0,122.0,22
2007/07/02,   120.1500,120.15,120.15,120.15,2
2007/07/03,   122.2000,122.2,122.2,122.2,2
2007/07/04,   128.1000,128.1,128.1,128.1,5
2007/07/05,   132.0000,133.0,131.1,133.0,78
2007/07/06,   132.5000,136.0,132.5,136.0,16
2007/07/09,   137.5000,137.5,129.0,129.0,9
2007/07/10,   135.0000,135.1,132.1,132.1,17
2007/07/11,   131.0000,131.0,131.0,131.0,1
2007/07/12,   131.0000,131.0,131.0,131.0,0
2007/07/13,   131.0000,131.0,131.0,131.0,0
2007/07/16,   123.6000,123.6,123.6,123.6,1
2007/07/17,   123.6000,123.6,123.6,123.6,0
2007/07/18,   128.0500,128.05,128.05,128.05,5
2007/07/19,   133.0000,137.0,133.0,137.0,25
2007/07/20,   143.0000,146.55,143.0,146.55,80
2007/07/23,   150.0000,152.0,148.2,148.2,64
2007/07/24,   151.0000,152.0,148.0,148.0,21
2007/07/25,   144.0000,150.0,144.0,149.9,68
2007/07/26,   149.9000,149.9,149.9,149.9,0
2007/07/27,   149.9000,149.9,149.9,149.9,0
2007/07/30,   149.9000,149.9,149.9,149.9,0
2007/07/31,   139.4500,139.45,139.45,139.45,0
2007/08/01,   139.4500,139.45,139.45,139.45,0
2007/08/02,   139.4500,139.45,139.45,139.45,0
2007/08/03,   139.4500,139.45,139.45,139.45,0
2007/08/06,   139.4500,139.45,139.45,139.45,0
2007/08/07,   139.4500,139.45,139.45,139.45,0
2007/08/08,   139.4500,139.45,139.45,139.45,0
2007/08/09,   139.4500,139.45,139.45,139.45,0
2007/08/10,   139.4500,139.45,139.45,139.45,0
2007/08/13,   139.4500,139.45,139.45,139.45,0
2007/08/14,   139.4500,139.45,139.45,139.45,0
2007/08/15,   139.4500,139.45,139.45,139.45,0
2007/08/16,   129.7000,133.6,129.7,133.6,11
2007/08/17,   124.5000,124.5,124.5,124.5,10
2007/08/20,   132.0000,132.0,132.0,132.0,1
2007/08/21,   135.0000,135.0,135.0,135.0,32
2007/08/22,   129.0000,129.0,129.0,129.0,12
2007/08/23,   134.5000,134.5,134.25,134.25,9
2007/08/24,   134.2500,134.25,134.25,134.25,0
2007/08/27,   134.2500,134.25,134.25,134.25,10
2007/08/28,   140.0000,140.0,140.0,140.0,5
2007/08/29,   140.0000,140.0,140.0,140.0,0
2007/08/30,   140.0000,140.0,140.0,140.0,0
2007/08/31,   140.0000,140.0,140.0,140.0,0
2007/09/03,   140.0000,140.0,140.0,140.0,0
2007/09/04,   140.0000,140.0,140.0,140.0,0
2007/09/05,   140.0000,140.0,140.0,140.0,0
2007/09/06,   144.0000,145.3,144.0,145.15,38
2007/09/07,   145.1500,145.15,145.15,145.15,0
2007/09/10,   145.1500,145.15,145.15,145.15,0
2007/09/11,   145.2500,145.25,145.25,145.25,10
2007/09/12,   149.2000,150.0,149.2,150.0,40
2007/09/13,   150.0000,150.0,150.0,150.0,0
2007/09/14,   145.2500,145.25,145.25,145.25,10
2007/09/17,   137.9000,138.2,137.9,138.2,10
2007/09/19,   138.2000,138.2,138.2,138.2,0
2007/09/20,   135.0000,135.0,135.0,135.0,49
2007/09/21,   137.0000,137.0,137.0,137.0,2
2007/09/26,   137.0000,137.0,137.0,137.0,0
2007/09/27,   137.0000,137.0,137.0,137.0,0
2007/09/28,   142.2500,142.25,142.25,142.25,0
2007/09/29,   142.2500,142.25,142.25,142.25,0
2007/10/01,   142.2500,142.25,142.25,142.25,0
2007/10/02,   142.2500,142.25,142.25,142.25,0
2007/10/03,   141.0000,141.0,141.0,141.0,5
2007/10/04,   141.0000,141.0,141.0,141.0,0
2007/10/05,   141.0000,141.0,141.0,141.0,0
2007/10/08,   141.0000,141.0,141.0,141.0,0
2007/10/09,   141.0000,141.0,141.0,141.0,0
2007/10/11,   141.0000,141.0,141.0,141.0,0
2007/10/12,   141.0000,141.0,141.0,141.0,0
2007/10/15,   141.0000,141.0,141.0,141.0,0
2007/10/16,   141.0000,141.0,141.0,141.0,0
2007/10/17,   141.0000,141.0,141.0,141.0,0
2007/10/18,   141.0000,141.0,141.0,141.0,0
2007/10/19,   141.0000,141.0,141.0,141.0,0
2007/10/22,   141.0000,141.0,141.0,141.0,0
2007/10/23,   141.0000,141.0,141.0,141.0,0
2007/10/24,   141.0000,141.0,141.0,141.0,0
2007/10/25,   130.2000,130.2,130.2,130.2,1
2007/10/26,   125.0000,125.0,121.1,121.1,3
2007/10/29,   116.0000,116.0,116.0,116.0,1
2007/10/30,   110.0000,110.0,110.0,110.0,2
2007/10/31,   110.0000,110.0,110.0,110.0,0
2007/11/01,   110.0000,110.0,110.0,110.0,0
2007/11/02,   110.0000,110.0,110.0,110.0,0
2007/11/05,   110.0000,110.0,110.0,110.0,0
2007/11/06,   107.0000,107.0,107.0,107.0,20
2007/11/07,   107.0000,107.0,107.0,107.0,0
2007/11/08,   107.0000,107.0,107.0,107.0,0
2007/11/09,   105.0000,105.0,102.0,102.0,29
2007/11/12,   100.0000,102.0,99.0,102.0,22
2007/11/13,   102.0000,103.0,100.0,103.0,43
2007/11/14,   103.0000,103.0,103.0,103.0,9
2007/11/15,   103.0000,103.95,102.0,102.0,12
2007/11/16,   102.0000,102.0,102.0,102.0,0
2007/11/19,   104.9500,104.95,104.95,104.95,1
2007/11/20,   102.0000,105.0,102.0,105.0,6
2007/11/21,   105.0000,105.0,105.0,105.0,0
2007/11/22,   105.0000,105.0,105.0,105.0,0
2007/11/23,   105.0000,105.0,105.0,105.0,0
2007/11/26,   105.0000,105.0,105.0,105.0,0
2007/11/27,   100.0000,102.0,100.0,101.0,15
2007/11/28,   100.2000,100.2,100.2,100.2,4
2007/11/29,   102.0000,102.0,102.0,102.0,12
2007/11/30,   104.5000,104.5,104.5,104.5,1
2007/12/03,   104.5000,104.5,104.5,104.5,0
2007/12/04,   104.5000,104.5,104.5,104.5,0
2007/12/05,   104.5000,104.5,104.5,104.5,0
2007/12/06,   105.0000,106.0,104.0,106.0,18
2007/12/07,   102.0000,102.0,101.5,102.0,38
2007/12/10,   101.0000,101.0,101.0,101.0,7
2007/12/11,   101.2000,101.2,101.2,101.2,3
2007/12/12,   100.5000,100.5,100.5,100.5,2
2007/12/13,   100.5000,100.5,100.5,100.5,0
2007/12/14,   103.0000,103.0,103.0,103.0,1
2007/12/17,   103.0000,103.0,103.0,103.0,0
2007/12/18,   103.0000,103.0,103.0,103.0,0
2007/12/19,   103.0000,103.0,103.0,103.0,0
2007/12/20,   107.0000,107.0,107.0,107.0,1
2007/12/21,   107.0000,107.0,107.0,107.0,0
2007/12/24,   107.0000,107.0,107.0,107.0,0
2007/12/25,   107.0000,107.0,107.0,107.0,0
2007/12/26,   102.0000,107.0,102.0,107.0,6
2007/12/27,   107.0000,107.0,107.0,107.0,0
2007/12/28,   107.0000,107.0,107.0,107.0,0
2007/12/31,   107.0000,107.0,107.0,107.0,0
2008/01/02,   107.0000,107.0,107.0,107.0,0
2008/01/03,   107.0000,107.0,107.0,107.0,0
2008/01/04,   107.0000,107.0,107.0,107.0,0
2008/01/07,   107.0000,107.0,107.0,107.0,0
2008/01/08,   107.0000,107.0,107.0,107.0,0
2008/01/09,   107.0000,107.0,107.0,107.0,0
2008/01/10,   107.0000,107.0,107.0,107.0,0
2008/01/11,   107.0000,107.0,107.0,107.0,0
2008/01/14,   107.0000,107.0,107.0,107.0,0
2008/01/15,   101.5000,101.5,101.5,101.5,10
2008/01/16,   101.0000,101.0,101.0,101.0,11
2008/01/17,   101.0000,101.0,101.0,101.0,0
2008/01/18,   101.0000,101.0,101.0,101.0,0
2008/01/21,   101.0000,101.0,101.0,101.0,0
2008/01/22,   101.0000,101.0,101.0,101.0,0
2008/01/23,   101.0000,101.0,101.0,101.0,0
2008/01/24,   101.0000,101.0,101.0,101.0,0
2008/01/25,   100.0000,100.0,100.0,100.0,15
2008/01/28,   100.0000,100.0,100.0,100.0,0
2008/01/29,   100.0000,100.0,100.0,100.0,0
2008/01/30,   101.0000,101.0,101.0,101.0,3
2008/01/31,   101.0000,101.0,101.0,101.0,0
2008/02/01,   101.0000,101.0,101.0,101.0,0
2008/02/12,   101.0000,101.0,101.0,101.0,0
2008/02/13,   101.0000,101.0,101.0,101.0,0
2008/02/14,   101.0000,101.0,101.0,101.0,0
2008/02/15,   101.0000,101.0,101.0,101.0,0
2008/02/18,   104.5000,104.5,104.5,104.5,3
2008/02/19,   104.5000,104.5,104.5,104.5,0
2008/02/20,   104.5000,104.5,104.5,104.5,0
2008/02/21,   104.5000,104.5,104.5,104.5,0
2008/02/22,   104.5000,104.5,104.5,104.5,0
2008/02/25,   100.0000,101.5,100.0,101.5,11
2008/02/26,   101.5000,101.5,101.5,101.5,0
2008/02/27,   101.5000,102.5,101.5,102.5,18
2008/02/29,   104.9000,104.9,104.9,104.9,1
2008/03/03,   104.9000,104.9,104.9,104.9,0
2008/03/04,   104.9000,104.9,104.9,104.9,0
2008/03/05,   104.9000,104.9,104.9,104.9,0
2008/03/06,   104.9000,104.9,104.9,104.9,0
2008/03/07,   104.9000,104.9,104.9,104.9,0
2008/03/10,   104.9000,104.9,104.9,104.9,0
2008/03/11,   104.9000,104.9,104.9,104.9,0
2008/03/12,   104.9000,104.9,104.9,104.9,0
2008/03/13,   104.0000,104.0,104.0,104.0,5
2008/03/14,   104.0000,104.0,104.0,104.0,0
2008/03/17,   103.6000,103.6,103.6,103.6,7
2008/03/18,   103.6000,103.6,103.6,103.6,0
2008/03/19,   103.6000,103.6,103.6,103.6,0
2008/03/20,   103.6000,103.6,103.6,103.6,0
2008/03/21,   103.6000,103.6,103.6,103.6,0
2008/03/24,   102.5000,102.5,102.5,102.5,13
2008/03/25,   102.5000,102.5,102.5,102.5,0
2008/03/26,   102.8000,102.8,102.8,102.8,2
2008/03/27,   102.0000,102.0,102.0,102.0,1
2008/03/28,   102.0000,102.0,102.0,102.0,0
2008/03/31,   102.0000,102.0,102.0,102.0,0
2008/04/01,   101.2000,101.2,101.0,101.0,12
2008/04/02,   102.0000,103.0,101.2,103.0,22
2008/04/03,   103.0000,103.0,103.0,103.0,0
2008/04/07,   103.0000,103.0,103.0,103.0,0
2008/04/08,   103.0000,103.0,103.0,103.0,0
2008/04/09,   103.0000,103.0,103.0,103.0,0
2008/04/10,   103.0000,103.0,103.0,103.0,0
2008/04/11,   103.0000,103.0,103.0,103.0,2
2008/04/14,   103.0000,103.0,103.0,103.0,1
2008/04/15,   103.0000,103.0,103.0,103.0,0
