年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2006/05/12,    50.0000,56.8,48.0,56.0,3205
2006/05/15,    58.0000,60.0,56.9,57.7,1599
2006/05/16,    57.9000,58.0,53.0,53.5,653
2006/05/17,    53.4000,57.0,52.0,55.1,820
2006/05/18,    54.3000,57.5,53.5,57.5,996
2006/05/19,    57.0000,60.0,56.6,58.5,1513
2006/05/22,    59.5000,62.5,59.0,62.5,1281
2006/05/23,    64.0000,64.0,58.2,59.9,1192
2006/05/24,    59.9000,60.9,56.5,57.0,527
2006/05/25,    57.3000,58.5,55.6,56.1,424
2006/05/26,    57.0000,58.3,53.0,53.7,677
2006/05/29,    53.9000,54.5,53.7,53.8,189
2006/05/30,    54.2000,54.4,52.0,54.2,247
2006/06/01,    54.0000,56.8,53.7,55.8,416
2006/06/02,    55.8000,55.9,55.3,55.5,194
2006/06/05,    55.2000,55.2,51.7,51.7,360
2006/06/06,    51.7000,54.1,51.5,54.0,445
2006/06/07,    52.5000,54.3,52.5,53.2,237
2006/06/08,    53.2000,54.4,52.0,52.0,412
2006/06/09,    52.0000,53.0,52.0,52.5,133
2006/06/12,    52.7000,55.0,52.7,54.8,205
2006/06/13,    53.1000,55.5,53.1,53.5,162
2006/06/14,    54.0000,55.8,54.0,54.1,187
2006/06/15,    54.9000,54.9,52.1,52.5,189
2006/06/16,    54.0000,54.0,52.3,54.0,243
2006/06/19,    54.5000,55.5,53.5,53.6,247
2006/06/20,    53.6000,53.6,52.0,52.0,191
2006/06/21,    52.1000,52.5,48.4,48.4,350
2006/06/22,    48.5000,48.5,45.05,47.75,576
2006/06/23,    47.8000,50.3,47.3,50.0,390
2006/06/26,    50.6000,51.8,49.5,51.4,206
2006/06/27,    51.8000,52.0,49.5,50.0,203
2006/06/28,    49.1000,49.5,48.7,49.0,113
2006/06/29,    50.0000,52.0,49.0,49.3,126
2006/06/30,    50.5000,50.5,49.1,50.0,162
2006/07/03,    50.0000,50.0,48.45,48.8,167
2006/07/04,    49.0000,49.0,45.6,46.5,433
2006/07/05,    46.3000,46.5,45.0,45.1,572
2006/07/06,    45.5000,46.9,45.15,46.4,105
2006/07/07,    47.0500,47.4,46.7,46.7,140
2006/07/10,    46.5000,47.05,45.3,46.5,106
2006/07/11,    46.5000,48.5,46.5,47.5,183
2006/07/12,    47.9000,48.8,47.5,47.7,185
2006/07/13,    48.9000,48.9,46.6,46.6,89
2006/07/14,    46.0000,46.0,45.6,45.7,41
2006/07/17,    45.5000,45.5,44.0,44.3,122
2006/07/18,    44.3000,45.0,44.3,44.5,59
2006/07/19,    44.5000,45.2,41.4,41.4,266
2006/07/20,    41.9500,43.0,41.9,42.05,285
2006/07/21,    42.0000,42.5,39.5,40.0,276
