年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2020/11/02,     5.0000,5.03,4.94,4.97,9736
2020/11/03,     4.9900,5.06,4.99,5.04,3109
2020/11/04,     5.0500,5.12,5.03,5.11,2562
2020/11/05,     5.1100,5.14,5.1,5.13,2306
2020/11/06,     5.1500,5.19,5.15,5.17,2249
2020/11/09,     5.2100,5.26,5.19,5.22,2657
2020/11/10,     5.2200,5.24,5.17,5.2,2119
2020/11/11,     5.2100,5.25,5.16,5.25,1234
2020/11/12,     5.2500,5.27,5.23,5.24,2303
2020/11/13,     5.2500,5.25,5.21,5.24,1296
2020/11/16,     5.2700,5.39,5.27,5.38,2620
2020/11/17,     5.5000,5.5,5.4,5.42,3584
2020/11/18,     5.4200,5.52,5.42,5.51,3216
2020/11/19,     5.5100,5.55,5.5,5.51,2796
2020/11/20,     5.5100,5.54,5.46,5.52,1456
2020/11/23,     5.5500,5.6,5.54,5.57,2885
2020/11/24,     5.6500,5.65,5.52,5.54,6089
2020/11/25,     5.5500,5.56,5.46,5.47,4460
2020/11/26,     5.5000,5.53,5.49,5.51,1472
2020/11/27,     5.5100,5.52,5.48,5.51,1351
2020/11/30,     5.5100,5.51,5.41,5.42,3031
2020/12/01,     5.4200,5.44,5.4,5.44,1635
2020/12/02,     5.4400,5.52,5.44,5.51,1491
2020/12/03,     5.5100,5.52,5.47,5.48,1403
2020/12/04,     5.4800,5.56,5.48,5.54,2307
2020/12/07,     5.5500,5.61,5.55,5.59,2052
2020/12/08,     5.6000,5.68,5.58,5.68,3221
2020/12/09,     5.7000,5.72,5.68,5.69,3190
2020/12/10,     5.6900,5.69,5.58,5.62,2245
2020/12/11,     5.6300,5.66,5.57,5.64,1505
2020/12/14,     5.6200,5.63,5.58,5.58,978
2020/12/15,     5.5800,5.6,5.53,5.54,1436
2020/12/16,     5.5600,5.62,5.56,5.62,1356
2020/12/17,     5.6200,5.64,5.58,5.62,1304
2020/12/18,     5.6100,5.62,5.59,5.59,734
2020/12/21,     5.6000,5.65,5.56,5.65,1089
2020/12/22,     5.6500,5.68,5.58,5.59,940
2020/12/23,     5.5800,5.63,5.57,5.62,583
2020/12/24,     5.6300,5.65,5.62,5.62,476
2020/12/25,     5.6500,5.67,5.63,5.64,1255
2020/12/28,     5.6500,5.73,5.65,5.72,1682
2020/12/29,     5.7300,5.75,5.7,5.71,755
2020/12/30,     5.7100,5.82,5.71,5.81,995
2020/12/31,     5.8200,5.85,5.8,5.83,720
2021/01/04,     5.8300,5.99,5.83,5.99,2121
2021/01/05,     5.9800,6.04,5.95,6.03,2006
2021/01/06,     6.0800,6.15,5.98,6.03,2775
2021/01/07,     6.1000,6.2,6.08,6.2,1801
2021/01/08,     6.2300,6.31,6.23,6.31,2325
2021/01/11,     6.3000,6.36,6.28,6.36,2851
2021/01/12,     6.3600,6.41,6.31,6.34,2163
2021/01/13,     6.3700,6.5,6.36,6.47,1897
2021/01/14,     6.4900,6.49,6.38,6.43,1727
2021/01/15,     6.5000,6.54,6.37,6.38,2608
2021/01/18,     6.3800,6.38,6.21,6.33,1934
2021/01/19,     6.3500,6.49,6.35,6.49,1961
2021/01/20,     6.4900,6.53,6.44,6.46,1836
2021/01/21,     6.4900,6.69,6.49,6.69,2464
2021/01/22,     6.6800,6.68,6.56,6.6,4138
2021/01/25,     6.5800,6.59,6.47,6.58,2558
2021/01/26,     6.5600,6.6,6.39,6.41,2506
2021/01/27,     6.3900,6.5,6.39,6.47,871
2021/01/28,     6.4000,6.4,6.3,6.31,1865
2021/01/29,     6.3400,6.41,6.25,6.29,1333
2021/02/01,     6.2900,6.39,6.22,6.38,1189
2021/02/02,     6.3800,6.59,6.38,6.55,2709
2021/02/03,     6.5500,6.62,6.55,6.59,1093
2021/02/04,     6.5500,6.59,6.47,6.55,907
2021/02/05,     6.5600,6.66,6.56,6.58,1264
2021/02/17,     6.7000,6.85,6.7,6.82,2265
2021/02/18,     6.8500,6.88,6.79,6.83,1081
2021/02/19,     6.8100,6.81,6.7,6.76,1455
2021/02/22,     6.8000,6.86,6.75,6.75,1235
2021/02/23,     6.7500,6.78,6.63,6.78,2799
2021/02/24,     6.8000,6.8,6.66,6.67,3185
2021/02/25,     6.7200,6.76,6.68,6.74,1267
2021/02/26,     6.6600,6.66,6.5,6.51,3732
2021/03/02,     6.6200,6.64,6.5,6.51,1450
2021/03/03,     6.5100,6.63,6.48,6.62,918
2021/03/04,     6.5000,6.57,6.45,6.51,1231
2021/03/05,     6.4800,6.48,6.35,6.44,1147
2021/03/08,     6.5000,6.54,6.41,6.42,1020
2021/03/09,     6.4000,6.45,6.35,6.45,907
2021/03/10,     6.4600,6.51,6.42,6.43,554
2021/03/11,     6.4300,6.64,6.43,6.62,1290
2021/03/12,     6.6200,6.68,6.61,6.64,1126
2021/03/15,     6.6300,6.69,6.63,6.66,446
2021/03/16,     6.6600,6.72,6.66,6.7,981
2021/03/17,     6.7000,6.72,6.63,6.65,1166
2021/03/18,     6.7000,6.75,6.69,6.69,1046
2021/03/19,     6.6100,6.62,6.54,6.56,885
2021/03/22,     6.5600,6.59,6.5,6.58,608
2021/03/23,     6.5800,6.66,6.58,6.6,682
2021/03/24,     6.6000,6.6,6.54,6.56,463
2021/03/25,     6.5700,6.69,6.56,6.68,1994
2021/03/26,     6.6900,6.76,6.69,6.74,2325
