年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2016/01/07,          -,10.51,10.51,10.51,1
2016/01/08,    10.5100,10.51,10.51,10.51,0
2016/01/11,    10.5100,10.51,10.51,10.51,0
2016/01/12,    10.5100,10.51,10.51,10.51,0
2016/01/13,    10.5100,10.51,10.51,10.51,0
2016/01/14,    10.5100,10.51,10.51,10.51,0
2016/01/15,    10.5100,10.51,10.51,10.51,0
2016/01/18,    10.5100,10.51,10.51,10.51,0
2016/01/19,    10.5100,10.51,10.51,10.51,0
2016/01/20,    10.5100,10.51,10.51,10.51,0
2016/01/21,    10.5100,10.51,10.51,10.51,0
2016/01/22,    10.5100,10.51,10.51,10.51,0
2016/01/25,    10.5100,10.51,10.51,10.51,0
2016/01/26,    10.5100,10.51,10.51,10.51,0
2016/01/27,    10.5100,10.51,10.51,10.51,0
2016/01/28,    10.5100,10.51,10.51,10.51,0
2016/01/29,    10.5100,10.51,10.51,10.51,0
2016/01/30,    10.5100,10.51,10.51,10.51,0
2016/02/01,    10.5100,10.51,10.51,10.51,0
2016/02/02,    10.5100,10.51,10.51,10.51,0
2016/02/03,    10.5100,10.51,10.51,10.51,0
2016/02/15,    10.5100,10.51,10.51,10.51,0
2016/02/16,    10.5100,10.51,10.51,10.51,0
2016/02/17,    10.5100,10.51,10.51,10.51,0
2016/02/18,    10.5100,10.51,10.51,10.51,0
2016/02/19,    10.5100,10.51,10.51,10.51,0
2016/02/22,    10.5100,10.51,10.51,10.51,0
2016/02/23,    10.5100,10.51,10.51,10.51,0
2016/02/24,    10.5100,10.51,10.51,10.51,0
2016/02/25,    10.5100,10.51,10.51,10.51,0
2016/02/26,    10.5100,10.51,10.51,10.51,0
2016/03/01,    10.5100,10.51,10.51,10.51,0
2016/03/02,    10.5100,10.51,10.51,10.51,0
2016/03/03,    10.5100,10.51,10.51,10.51,0
2016/03/04,    10.5100,10.51,10.51,10.51,0
2016/03/07,    10.5100,10.51,10.51,10.51,0
2016/03/08,    10.5100,10.51,10.51,10.51,0
2016/03/09,    10.5100,10.51,10.51,10.51,0
2016/03/10,    10.5100,10.51,10.51,10.51,0
2016/03/11,    10.5100,10.51,10.51,10.51,0
2016/03/14,    10.5100,10.51,10.51,10.51,0
2016/03/15,    10.5100,10.51,10.51,10.51,0
2016/03/16,    10.5100,10.51,10.51,10.51,0
2016/03/17,    10.5100,10.51,10.51,10.51,0
2016/03/18,    10.5100,10.51,10.51,10.51,0
2016/03/21,    10.5100,10.51,10.51,10.51,0
2016/03/22,    10.5100,10.51,10.51,10.51,0
2016/03/23,    10.5100,10.51,10.51,10.51,0
2016/03/24,    10.5100,10.51,10.51,10.51,0
2016/03/25,    10.5100,10.51,10.51,10.51,0
2016/03/28,    10.5100,10.51,10.51,10.51,0
2016/03/29,    10.5100,10.51,10.51,10.51,0
2016/03/30,    10.5100,10.51,10.51,10.51,0
2016/03/31,    10.5100,10.51,10.51,10.51,0
2016/04/01,    10.5100,10.51,10.51,10.51,0
2016/04/06,    10.5100,10.51,10.51,10.51,0
