年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2005/03/02,    20.3000,20.3,20.3,20.3,5
2005/03/03,    21.7000,21.7,21.7,21.7,3
2005/03/04,    23.2000,23.2,23.2,23.2,305
2005/03/07,    24.8000,24.8,24.8,24.8,1892
2005/03/08,    26.5000,26.5,26.2,26.5,2534
2005/03/09,    27.9500,27.95,25.2,27.2,1986
2005/03/10,    27.5000,29.1,26.5,29.1,1980
2005/03/11,    29.0000,29.0,27.1,27.1,1689
2005/03/14,    25.3000,26.8,25.25,25.5,1719
2005/03/15,    26.6000,27.25,26.0,27.0,2754
2005/03/16,    26.7000,26.7,25.15,25.9,1604
2005/03/17,    25.5000,27.2,25.3,26.2,817
2005/03/18,    26.2000,27.5,26.2,26.8,841
2005/03/21,    26.9000,27.35,26.0,26.4,618
2005/03/22,    27.0000,27.0,25.6,25.8,423
2005/03/23,    25.5000,26.15,25.3,25.8,410
2005/03/24,    26.0000,26.1,25.4,25.5,270
2005/03/25,    25.5000,25.7,25.0,25.05,334
2005/03/28,    25.1000,25.8,24.8,25.1,412
2005/03/29,    25.1000,25.2,23.35,23.35,593
2005/03/30,    23.3500,23.35,21.8,22.0,475
2005/03/31,    22.2000,22.95,22.1,22.1,222
2005/04/01,    22.3000,22.4,21.5,22.1,203
2005/04/04,    22.1000,23.55,21.65,23.55,440
2005/04/06,    23.5500,23.8,23.0,23.0,302
2005/04/07,    23.1000,23.1,22.15,22.3,157
2005/04/08,    22.3000,22.4,21.6,22.4,328
2005/04/11,    22.3000,22.3,21.6,22.0,112
2005/04/12,    22.0000,22.0,21.5,21.5,165
2005/04/13,    21.7000,22.0,21.5,21.75,105
2005/04/14,    21.7500,21.75,21.15,21.4,210
2005/04/15,    21.0500,21.8,20.7,21.2,181
2005/04/18,    20.5000,20.95,19.8,19.8,293
2005/04/19,    20.3000,21.1,19.9,20.65,164
2005/04/20,    20.8000,20.8,19.5,19.6,273
2005/04/21,    19.9000,20.4,19.6,20.0,117
2005/04/22,    20.3000,20.3,19.6,19.8,105
2005/04/25,    19.6000,20.2,19.6,19.8,46
2005/04/26,    19.9000,19.9,19.65,19.7,46
2005/04/27,    19.6000,20.0,19.6,19.8,67
2005/04/28,    20.0000,20.0,19.6,20.0,125
2005/04/29,    19.7000,20.2,19.7,19.9,86
2005/05/03,    19.5000,19.8,19.4,19.75,130
2005/05/04,    19.5000,19.5,18.4,18.4,248
2005/05/05,    18.4000,18.9,18.4,18.4,188
2005/05/06,    18.4000,19.0,18.2,18.7,179
2005/05/09,    18.7000,18.7,17.85,18.1,140
2005/05/10,    17.8500,17.85,17.1,17.85,240
2005/05/11,    17.9000,17.9,16.95,17.3,242
2005/05/12,    17.5000,17.65,16.65,17.25,118
2005/05/13,    17.2000,17.7,17.2,17.3,29
2005/05/16,    17.3000,17.4,17.0,17.15,54
2005/05/17,    17.0000,17.3,17.0,17.15,39
2005/05/18,    17.2000,17.25,17.0,17.15,133
2005/05/19,    17.2000,17.7,17.2,17.2,65
2005/05/20,    17.5000,18.25,17.5,18.2,168
2005/05/23,    18.2000,18.2,17.5,17.5,65
2005/05/24,    17.7000,18.2,17.6,18.0,94
2005/05/25,    17.8000,17.8,17.45,17.45,97
2005/05/26,    17.5000,17.7,17.5,17.5,56
2005/05/27,    17.5000,18.0,17.5,17.7,94
2005/05/30,    18.0000,18.0,17.5,17.8,76
2005/05/31,    17.7500,18.4,17.75,18.1,126
2005/06/01,    18.5000,18.5,18.05,18.35,98
2005/06/02,    18.5000,19.4,18.5,19.05,258
2005/06/03,    19.1000,20.0,19.1,20.0,166
2005/06/06,    20.3500,21.0,20.3,20.6,162
2005/06/07,    20.6000,21.0,20.0,20.1,92
2005/06/08,    20.1000,20.1,19.6,19.6,130
2005/06/09,    19.3000,20.1,19.2,20.1,95
2005/06/10,    20.0000,20.05,19.8,19.95,65
2005/06/13,    19.7500,20.1,19.65,19.9,138
2005/06/14,    19.7000,20.6,19.6,20.0,279
2005/06/15,    20.0000,20.05,19.8,19.8,120
2005/06/16,    20.0000,20.1,19.85,20.0,64
2005/06/17,    20.0500,20.05,19.8,19.95,99
2005/06/20,    20.0000,20.45,19.3,20.45,283
2005/06/21,    20.4500,20.45,19.85,19.85,29
2005/06/22,    19.8000,20.4,19.75,19.95,65
2005/06/23,    20.1000,20.3,19.75,19.85,122
2005/06/24,    19.8500,20.0,19.85,19.9,60
2005/06/27,    19.9000,20.2,19.85,20.0,138
2005/06/28,    20.0000,21.4,20.0,21.4,284
2005/06/29,    22.3000,22.85,22.1,22.85,361
2005/06/30,    23.4500,24.0,22.2,22.85,598
2005/07/01,    22.0000,22.8,21.9,21.9,161
2005/07/04,    22.0000,23.4,21.7,23.4,588
2005/07/05,    23.4000,25.0,23.4,25.0,869
2005/07/06,    25.0000,26.5,24.35,25.95,1505
2005/07/07,    25.9000,25.9,25.0,25.0,511
2005/07/08,    25.0000,25.2,24.4,25.0,286
2005/07/11,    25.0000,25.2,23.25,23.25,503
2005/07/12,    22.1000,23.8,22.1,23.5,344
2005/07/13,    23.1000,23.55,23.1,23.25,189
2005/07/14,    23.2500,23.25,22.25,22.6,266
2005/07/15,    23.3000,24.15,22.3,24.0,612
2005/07/19,    23.5000,23.8,23.0,23.6,244
2005/07/20,    23.6000,24.4,23.6,24.1,515
2005/07/21,    24.2000,24.6,23.5,23.9,579
2005/07/22,    23.9000,24.2,23.3,23.9,451
2005/07/25,    23.9000,25.3,23.9,25.0,1303
2005/07/26,    26.0000,26.0,24.5,25.0,842
2005/07/27,    25.0000,25.05,23.5,23.6,410
2005/07/28,    23.6000,24.3,23.5,24.3,157
2005/07/29,    24.3000,24.5,23.4,24.4,254
2005/08/01,    24.0000,24.0,22.75,23.05,113
2005/08/02,    22.0000,23.4,22.0,22.5,245
2005/08/03,    22.8000,23.5,22.0,23.5,928
2005/08/04,    23.5000,23.85,22.0,22.5,1054
2005/08/08,    22.3000,22.3,21.6,22.3,246
2005/08/09,    21.8000,22.7,21.5,22.7,263
2005/08/10,    22.3000,22.7,21.8,22.65,111
2005/08/11,    22.2000,22.4,21.75,22.3,210
2005/08/12,    22.1000,22.2,21.8,22.15,78
2005/08/15,    21.8000,22.0,20.8,21.65,143
2005/08/16,    21.8000,21.8,20.45,21.6,111
2005/08/17,    21.3500,21.55,20.9,21.0,64
2005/08/18,    21.5000,21.95,21.3,21.55,118
2005/08/19,    21.9000,22.0,21.8,21.95,183
2005/08/22,    22.9000,23.45,22.4,23.1,1149
2005/08/23,    22.8000,23.1,22.6,22.6,1097
2005/08/24,    22.0000,22.0,21.05,21.05,343
2005/08/25,    19.6000,20.0,19.6,19.6,551
2005/08/26,    19.2000,19.2,18.3,19.0,267
