年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2014/10/27,          -,0.0,0.0,14.46,0
2014/10/28,    14.4600,14.46,14.46,14.46,0
2014/10/29,    14.4600,14.46,14.46,14.46,0
2014/10/30,    14.4600,14.46,14.46,14.46,0
2014/10/31,    14.4600,14.46,14.46,14.46,0
2014/11/03,    14.4600,14.46,14.46,14.46,0
2014/11/04,    14.4600,14.46,14.46,14.46,0
2014/11/05,    14.4600,14.46,14.46,14.46,0
2014/11/06,    14.4600,14.46,14.46,14.46,0
2014/11/07,    14.4600,14.46,14.46,14.46,0
2014/11/10,    14.4600,14.46,14.46,14.46,0
2014/11/11,    14.4600,14.46,14.46,14.46,0
2014/11/12,    14.4600,14.46,14.46,14.46,0
2014/11/13,    14.4600,14.46,14.46,14.46,0
2014/11/14,    14.4600,14.46,14.46,14.46,0
2014/11/17,    14.4600,14.46,14.46,14.46,0
2014/11/18,    14.4600,14.46,14.46,14.46,0
2014/11/19,    14.4600,14.46,14.46,14.46,0
2014/11/20,    14.4600,14.46,14.46,14.46,0
2014/11/21,    14.4600,14.46,14.46,14.46,0
2014/11/24,    14.4600,14.46,14.46,14.46,0
2014/11/25,    14.4600,14.46,14.46,14.46,0
2014/11/26,    14.4600,14.46,14.46,14.46,0
2014/11/27,    14.4600,14.46,14.46,14.46,0
2014/11/28,    14.4600,14.46,14.46,14.46,0
2014/12/01,    14.4600,14.46,14.46,14.46,0
2014/12/02,    14.4600,14.46,14.46,14.46,0
2014/12/03,    14.4600,14.46,14.46,14.46,0
2014/12/04,    14.4600,14.46,14.46,14.46,0
2014/12/05,    14.4600,14.46,14.46,14.46,0
2014/12/08,    14.4600,14.46,14.46,14.46,0
2014/12/09,    14.4600,14.46,14.46,14.46,0
2014/12/10,    14.4600,14.46,14.46,14.46,0
2014/12/11,    14.4600,14.46,14.46,14.46,0
2014/12/12,    14.4600,14.46,14.46,14.46,0
2014/12/15,    14.4600,14.46,14.46,14.46,0
2014/12/16,    14.4600,14.46,14.46,14.46,0
2014/12/17,    14.4600,14.46,14.46,14.46,0
2014/12/18,    14.4600,14.46,14.46,14.46,0
2014/12/19,    14.4600,14.46,14.46,14.46,0
2014/12/22,    14.4600,14.46,14.46,14.46,0
2014/12/23,    14.4600,14.46,14.46,14.46,0
2014/12/24,    14.4600,15.83,15.83,15.83,1
2014/12/25,    15.8300,15.83,15.83,15.83,0
2014/12/26,    15.8300,15.85,15.85,15.85,1
2014/12/27,    15.8500,15.85,15.85,15.85,0
2014/12/29,    15.8500,15.85,15.85,15.85,0
2014/12/30,    15.8500,15.9,15.9,15.9,1
2014/12/31,    15.9000,15.9,15.9,15.9,0
2015/01/05,    15.9000,15.9,15.9,15.9,0
2015/01/06,    15.9000,15.9,15.9,15.9,0
2015/01/07,    15.9000,15.75,15.75,15.75,1
2015/01/08,    15.7500,15.75,15.75,15.75,0
2015/01/09,    15.7500,15.75,15.75,15.75,0
2015/01/12,    15.7500,15.75,15.75,15.75,0
2015/01/13,    15.7500,15.75,15.75,15.75,0
2015/01/14,    15.7500,15.75,15.75,15.75,0
2015/01/15,    15.7500,15.75,15.75,15.75,0
2015/01/16,    15.7500,15.75,15.75,15.75,0
2015/01/19,    15.7500,15.75,15.75,15.75,0
2015/01/20,    15.7500,15.75,15.75,15.75,0
2015/01/21,    15.7500,15.75,15.75,15.75,0
2015/01/22,    15.7500,15.75,15.75,15.75,0
2015/01/23,    15.7500,15.75,15.75,15.75,0
2015/01/26,    15.7500,16.05,16.05,16.05,1
2015/01/27,    16.0500,16.05,16.05,16.05,0
2015/01/28,    16.0500,16.05,16.05,16.05,0
2015/01/29,    16.0500,16.05,16.05,16.05,0
2015/01/30,    16.0500,16.05,16.05,16.05,0
2015/02/02,    16.0500,16.05,16.05,16.05,0
2015/02/03,    16.0500,16.05,16.05,16.05,0
2015/02/04,    16.0500,16.05,16.05,16.05,0
2015/02/05,    16.0500,16.05,16.05,16.05,0
2015/02/06,    16.0500,16.05,16.05,16.05,0
2015/02/09,    16.0500,16.06,16.06,16.06,1
2015/02/10,    16.0600,16.06,16.06,16.06,0
2015/02/11,    16.0600,16.06,16.06,16.06,0
2015/02/12,    16.0600,16.06,16.06,16.06,0
2015/02/13,    16.0600,16.06,16.06,16.06,0
2015/02/24,    16.0600,16.06,16.06,16.06,0
2015/02/25,    16.0600,16.06,16.06,16.06,0
2015/02/26,    16.0600,16.06,16.06,16.06,0
2015/03/02,    16.0600,16.06,16.06,16.06,0
2015/03/03,    16.0600,16.06,16.06,16.06,0
2015/03/04,    16.0600,16.32,16.32,16.32,1
2015/03/05,    16.3200,16.32,16.32,16.32,0
2015/03/06,    16.3200,16.32,16.32,16.32,0
2015/03/09,    16.3200,16.32,16.32,16.32,0
2015/03/10,    16.3200,16.32,16.32,16.32,0
2015/03/11,    16.3200,16.32,16.32,16.32,0
2015/03/12,    16.3200,16.32,16.32,16.32,0
2015/03/13,    16.3200,16.32,16.32,16.32,0
2015/03/16,    16.3200,16.32,16.32,16.32,0
2015/03/17,    16.3200,16.32,16.32,16.32,0
2015/03/18,    16.3200,16.32,16.32,16.32,0
2015/03/19,    16.3200,16.32,16.32,16.32,0
2015/03/20,    16.3200,16.32,16.32,16.32,0
2015/03/23,    16.3200,16.97,16.97,16.97,1
2015/03/24,    16.9700,16.97,16.97,16.97,0
2015/03/25,    16.9700,16.97,16.97,16.97,0
2015/03/26,    16.9700,16.97,16.97,16.97,0
2015/03/27,    16.9700,16.97,16.97,16.97,0
2015/03/30,    16.9700,16.97,16.97,16.97,0
2015/03/31,    16.9700,16.97,16.97,16.97,0
2015/04/01,    16.9700,16.97,16.97,16.97,0
2015/04/02,    16.9700,16.97,16.97,16.97,0
2015/04/07,    16.9700,16.97,16.97,16.97,0
2015/04/08,    16.9700,16.97,16.97,16.97,0
2015/04/09,    16.9700,16.97,16.97,16.97,0
2015/04/10,    16.9700,16.97,16.97,16.97,0
2015/04/13,    16.9700,16.97,16.97,16.97,0
2015/04/14,    16.9700,16.97,16.97,16.97,0
2015/04/15,    16.9700,16.97,16.97,16.97,0
2015/04/16,    16.9700,16.97,16.97,16.97,0
2015/04/17,    16.9700,16.97,16.97,16.97,0
2015/04/20,    16.9700,16.97,16.97,16.97,0
2015/04/21,    16.9700,16.97,16.97,16.97,0
2015/04/22,    16.9700,16.97,16.97,16.97,0
2015/04/23,    16.9700,16.97,16.97,16.97,0
2015/04/24,    16.9700,16.97,16.97,16.97,0
2015/04/27,    16.9700,16.97,16.97,16.97,0
2015/04/28,    16.9700,16.97,16.97,16.97,0
2015/04/29,    16.9700,16.97,16.97,16.97,0
2015/04/30,    16.9700,16.97,16.97,16.97,0
2015/05/04,    16.9700,16.97,16.97,16.97,0
2015/05/05,    16.9700,16.97,16.97,16.97,0
2015/05/06,    16.9700,16.97,16.97,16.97,0
2015/05/07,    16.9700,16.97,16.97,16.97,0
2015/05/08,    16.9700,16.97,16.97,16.97,0
2015/05/11,    16.9700,16.97,16.97,16.97,0
2015/05/12,    16.9700,16.97,16.97,16.97,0
2015/05/13,    16.9700,16.97,16.97,16.97,0
2015/05/14,    16.9700,16.97,16.97,16.97,0
2015/05/15,    16.9700,16.97,16.97,16.97,0
2015/05/18,    16.9700,16.97,16.97,16.97,0
2015/05/19,    16.9700,16.97,16.97,16.97,0
2015/05/20,    16.9700,16.97,16.97,16.97,0
2015/05/21,    16.9700,16.97,16.97,16.97,0
2015/05/22,    16.9700,16.97,16.97,16.97,0
2015/05/25,    16.9700,16.97,16.97,16.97,0
2015/05/26,    16.9700,16.97,16.97,16.97,0
2015/05/27,    16.9700,16.97,16.97,16.97,0
2015/05/28,    16.9700,16.97,16.97,16.97,0
2015/05/29,    16.9700,16.97,16.97,16.97,0
2015/06/01,    16.9700,16.97,16.97,16.97,0
2015/06/02,    16.9700,16.97,16.97,16.97,0
2015/06/03,    16.9700,16.97,16.97,16.97,0
2015/06/04,    16.9700,16.97,16.97,16.97,0
2015/06/05,    16.9700,16.97,16.97,16.97,0
2015/06/08,    16.9700,16.97,16.97,16.97,0
2015/06/09,    16.9700,16.97,16.97,16.97,0
2015/06/10,    16.9700,16.97,16.97,16.97,0
2015/06/11,    16.9700,16.97,16.97,16.97,0
2015/06/12,    16.9700,16.97,16.97,16.97,0
2015/06/15,    16.9700,16.97,16.97,16.97,0
2015/06/16,    16.9700,16.97,16.97,16.97,0
2015/06/17,    16.9700,16.97,16.97,16.97,0
2015/06/18,    16.9700,16.97,16.97,16.97,0
2015/06/22,    16.9700,16.97,16.97,16.97,0
2015/06/23,    16.9700,16.97,16.97,16.97,0
2015/06/24,    16.9700,16.97,16.97,16.97,0
2015/06/25,    16.9700,16.97,16.97,16.97,0
2015/06/26,    16.9700,16.97,16.97,16.97,0
2015/06/29,    16.9700,16.97,16.97,16.97,0
2015/06/30,    16.9700,16.97,16.97,16.97,0
2015/07/01,    16.9700,16.97,16.97,16.97,0
2015/07/02,    16.9700,16.97,16.97,16.97,0
2015/07/03,    16.9700,16.97,16.97,16.97,0
2015/07/06,    16.9700,16.97,16.97,16.97,0
2015/07/07,    16.9700,16.97,16.97,16.97,0
2015/07/08,    16.9700,16.97,16.97,16.97,0
2015/07/09,    16.9700,16.97,16.97,16.97,0
2015/07/13,    16.9700,16.97,16.97,16.97,0
2015/07/14,    16.9700,16.97,16.97,16.97,0
2015/07/15,    16.9700,16.97,16.97,16.97,0
2015/07/16,    16.9700,16.97,16.97,16.97,0
2015/07/17,    16.9700,16.97,16.97,16.97,0
2015/07/20,    16.9700,16.97,16.97,16.97,0
2015/07/21,    16.9700,16.97,16.97,16.97,0
2015/07/22,    16.9700,16.97,16.97,16.97,0
2015/07/23,    16.9700,16.97,16.97,16.97,0
2015/07/24,    16.9700,16.97,16.97,16.97,0
2015/07/27,    16.9700,16.97,16.97,16.97,0
2015/07/28,    16.9700,16.97,16.97,16.97,0
2015/07/29,    16.9700,16.97,16.97,16.97,0
2015/07/30,    16.9700,16.97,16.97,16.97,0
2015/07/31,    16.9700,16.97,16.97,16.97,0
2015/08/03,    16.9700,16.97,16.97,16.97,0
2015/08/04,    16.9700,16.97,16.97,16.97,0
2015/08/05,    16.9700,16.97,16.97,16.97,0
2015/08/06,    16.9700,16.97,16.97,16.97,0
2015/08/07,    16.9700,16.97,16.97,16.97,0
2015/08/10,    16.9700,16.97,16.97,16.97,0
2015/08/11,    16.9700,16.97,16.97,16.97,0
2015/08/12,    16.9700,16.97,16.97,16.97,0
2015/08/13,    16.9700,16.97,16.97,16.97,0
2015/08/14,    16.9700,16.97,16.97,16.97,0
2015/08/17,    16.9700,16.97,16.97,16.97,0
2015/08/18,    16.9700,16.97,16.97,16.97,0
2015/08/19,    16.9700,16.97,16.97,16.97,0
2015/08/20,    16.9700,16.97,16.97,16.97,0
2015/08/21,    16.9700,16.97,16.97,16.97,0
2015/08/24,    16.9700,16.97,16.97,16.97,0
2015/08/25,    16.9700,16.97,16.97,16.97,0
2015/08/26,    16.9700,16.97,16.97,16.97,0
2015/08/27,    16.9700,16.97,16.97,16.97,0
2015/08/28,    16.9700,16.97,16.97,16.97,0
2015/08/31,    16.9700,16.97,16.97,16.97,0
2015/09/01,    16.9700,16.97,16.97,16.97,0
2015/09/02,    16.9700,16.97,16.97,16.97,0
2015/09/03,    16.9700,16.97,16.97,16.97,0
2015/09/04,    16.9700,16.97,16.97,16.97,0
2015/09/07,    16.9700,16.97,16.97,16.97,0
2015/09/08,    16.9700,16.97,16.97,16.97,0
2015/09/09,    16.9700,16.97,16.97,16.97,0
2015/09/10,    16.9700,16.97,16.97,16.97,0
2015/09/11,    16.9700,16.97,16.97,16.97,0
2015/09/14,    16.9700,16.97,16.97,16.97,0
2015/09/15,    16.9700,16.97,16.97,16.97,0
2015/09/16,    16.9700,16.97,16.97,16.97,0
2015/09/17,    16.9700,16.97,16.97,16.97,0
2015/09/18,    16.9700,16.97,16.97,16.97,0
2015/09/21,    16.9700,16.97,16.97,16.97,0
2015/09/22,    16.9700,16.97,16.97,16.97,0
2015/09/23,    16.9700,16.97,16.97,16.97,0
2015/09/24,    16.9700,16.97,16.97,16.97,0
2015/09/25,    16.9700,16.97,16.97,16.97,0
2015/09/30,    16.9700,16.97,16.97,16.97,0
2015/10/01,    16.9700,16.97,16.97,16.97,0
2015/10/02,    16.9700,16.97,16.97,16.97,0
